bhk,area,price,age,type,locality,region,status
1,400,18.0,1,Studio Apartment,Maitri Amber Arcade,Badlapur East,Ready to move
2,1017,159.0,1,Apartment,Raj Pantheon,Goregaon West,Under Construction
2,1265,155.0,1,Apartment,Regency Regency Heights,Thane West,Ready to move
1,700,37.0,1,Apartment,Today Shyam Aarohi Complex,Navade,Under Construction
1,625,21.9,1,Apartment,Reputed Builder Suraj Complex,Kamothe,Ready to move
3,1350,210.0,1,Apartment,Hiranandani Estate Hill Grange,Thane West,Ready to move
1,675,28.0,1,Apartment,Shanti Harmony,Kewale,Ready to move
1,700,28.51,1,Apartment,Shanti Harmony,Kewale,Ready to move
1,770,42.0,1,Apartment,Kesar Gardens,Kharghar,Ready to move
3,1062,75.0,1,Apartment,Nirmal Lifestyle City Kalyan Spirit A,Ambivali,Ready to move
3,1360,270.0,1,Apartment,Runwal The Orchard Residency,Ghatkopar West,Ready to move
1,500,27.6,1,Apartment,Swastik Heights,Dombivali,Under Construction
2,1100,199.0,1,Apartment,Reliance Tilak Nagar Nisarg Co Op Hsg Soc Ltd,Chembur,Ready to move
2,650,262.0,1,Apartment,Grace Grace Fluidic,Agripada,Under Construction
2,1090,115.99999999999999,1,Apartment,Unique Aurum,Mira Road East,Ready to move
2,989,37.0,1,Apartment,Squarefeet Sarvoday Square,Ambernath West,Ready to move
1,275,45.0,1,Studio Apartment,Reputed Builder Kanti Nagar,Andheri East,Ready to move
3,1400,140.0,1,Apartment,Cosmos Springs Angel,Owale,Ready to move
2,1152,84.0,1,Apartment,Krishna Paradise,Ulwe,Ready to move
2,800,250.0,1,Apartment,Grace Iconic Wing A B,Ville Parle East,Ready to move
2,672,103.0,0,Apartment,Puraniks Rumah Bali,Thane West,Ready to move
1,330,49.98,0,Apartment,Puraniks Rumah Bali,Thane West,Ready to move
1,343,51.95,0,Apartment,Puraniks Rumah Bali,Thane West,Ready to move
2,659,101.0,0,Apartment,Puraniks Rumah Bali,Thane West,Ready to move
2,489,74.98,0,Apartment,Puraniks Rumah Bali,Thane West,Ready to move
2,505,77.44,0,Apartment,Puraniks Rumah Bali,Thane West,Ready to move
2,973,30.0,1,Apartment,Tulsi Nisarg,Neral,Under Construction
2,1000,275.0,1,Apartment,Grace Iconic Wing A B,Ville Parle East,Ready to move
3,875,50.0,1,Apartment,Rashmi Garden,Vasai,Ready to move
2,498,69.99,0,Apartment,Puraniks Unicorn Phase 1,Thane West,Under Construction
1,650,38.0,1,Apartment,Prayag Meadows Phase 1,Panvel,Ready to move
2,1145,75.0,1,Apartment,Tulsi Sonata,Panvel,Ready to move
1,575,60.0,1,Apartment,Reputed Builder Shree Krishna Darshan,Kalwa,Ready to move
3,1300,319.0,1,Apartment,K Raheja Eastate,Borivali East,Ready to move
1,670,26.5,1,Apartment,Khatri Grande,Badlapur East,Ready to move
2,1150,59.0,1,Apartment,Bhagwati Greens 1,Kharghar,Ready to move
2,1100,79.99,1,Apartment,Mohini Tower,Khar,Ready to move
1,700,48.99,1,Apartment,Navkar City Phase II Part 3,Naigaon East,Ready to move
1,695,34.2,1,Apartment,Heritage Mariyam Heritage,Vasai,Under Construction
5,2920,1200.0,1,Apartment,Swaraj Homes Yogniti Apartment,Santacruz West,Ready to move
2,980,45.97,1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,Ready to move
2,1150,175.0,1,Apartment,Platinum Balaji Kalash,Nerul,Ready to move
2,978,190.0,1,Apartment,Marathon Galaxy,Mulund West,Ready to move
1,565,19.5,1,Apartment,Mandar Shivam Sankal,Nala Sopara,Ready to move
2,850,40.0,1,Apartment,Dange Complex,Nala Sopara,Ready to move
1,298,27.0,0,Apartment,A M Balaji Heights,Rasayani,Under Construction
2,676,150.0,1,Apartment,Runwal Runwal Forests Tower 9 To 11,Kanjurmarg,Under Construction
1,750,84.0,1,Apartment,Reputed Builder Arjuna Park CHS,Thane West,Ready to move
1,650,134.0,1,Apartment,Runwal Forest Tower 1 To 4,Kanjurmarg,Ready to move
2,964,54.5,1,Apartment,Lodha Casa Rio,Dombivali,Ready to move
1,650,39.0,1,Apartment,Joshi Shivamrit Complex,Ulwe,Ready to move
2,425,21.54,1,Apartment,N Rose Northern Heights,Dahisar,Ready to move
2,935,44.5,1,Apartment,Happy Home Sarvoday Nagar Sector 1,Ambernath West,Ready to move
1,450,89.0,1,Apartment,Aries Aries Vangani Height,Vangani,Ready to move
3,1655,254.99999999999997,1,Apartment,Evershine Sapphire,Powai,Ready to move
1,512,65.0,1,Apartment,Vishrut Casablanca,Ulwe,Ready to move
3,1275,69.99,1,Apartment,Rashmi Heights,Nala Sopara,Ready to move
2,854,155.0,1,Apartment,Reputed Builder Flight View,Santacruz East,Ready to move
2,830,56.61,1,Apartment,Godrej Hill,Kalyan West,Ready to move
1,540,100.0,1,Apartment,Reputed Builder Vraj Villa,Ghatkopar West,Ready to move
2,1080,190.0,1,Apartment,Atul Blue Orbit Phase 3,Malad West,Ready to move
1,660,51.0,1,Apartment,Mahaavir Pride,Dombivali,Under Construction
2,790,375.0,1,Apartment,Ekta WestBay,Bandra West,Ready to move
1,660,71.0,1,Apartment,Reputed Builder Sai Pratik CHS,Airoli,Ready to move
1,550,36.0,1,Apartment,Tuljabhavani Draupadi Heights,Dombivali,Under Construction
1,671,43.0,1,Apartment,SS Balaji Krishna,Dombivali,Under Construction
1,506,24.3,1,Apartment,Rachana Sukh Shanti Niwas,Karjat,Under Construction
2,1230,135.0,1,Apartment,Arkade Art,Mira Road East,Ready to move
1,475,275.0,1,Apartment,Reputed Builder Khar Gymkhana,Khar,Under Construction
1,600,95.0,1,Apartment,Sethia Green View,Goregaon West,Ready to move
2,850,59.5,1,Apartment,Reputed Builder Karma Apartment,Vasai,Ready to move
1,600,235.0,1,Apartment,Raja Tirupati Balaji Towers,Santacruz West,Ready to move
1,395,55.99,1,Apartment,Reputed Builder Samarpan Complex Arpan,Bhayandar East,Ready to move
1,496,15.0,1,Apartment,Jem Jupiter Complex,Boisar,Ready to move
1,525,21.0,1,Apartment,S K Avadh Township,Vasai,Under Construction
1,405,17.0,1,Studio Apartment,S K Avadh Township,Vasai,Under Construction
3,1090,110.00000000000001,1,Apartment,Raj Mandir Complex,Mira Road East,Ready to move
2,658,130.0,1,Apartment,SA Sneh Kutir,Andheri East,Ready to move
1,475,17.5,1,Apartment,Padmawati Rudransh,Palghar,Ready to move
1,600,22.0,1,Apartment,Arihant Aloki Phase IV,Karjat,Under Construction
3,1800,360.0,1,Apartment,Ozone The Gateway,Andheri West,Ready to move
2,1250,89.0,1,Apartment,Cidco NRI Complex,Seawoods,Ready to move
1,800,55.0,1,Apartment,Neminath Sahnivas CHSL And Prabhat CHSL Building No 1 And 2,Andheri West,Ready to move
2,528,24.19,0,Apartment,Sahabhagi Riva Rythm,Karjat,Ready to move
1,276,14.0,0,Apartment,Sahabhagi Riva Rythm,Karjat,Ready to move
2,870,145.0,1,Apartment,Reputed Builder Arihant Darshan,Kandivali East,Ready to move
1,464,125.0,1,Apartment,Veena Sitar,Kandivali West,Ready to move
2,1070,88.0,1,Apartment,Umiya Oasis,Mira Road East,Under Construction
1,600,21.0,1,Apartment,Shree Yogeshwar Yogeshwar Park,Dombivali,Ready to move
1,500,130.0,1,Apartment,Reputed Builder Sunder Tower,Sewri,Ready to move
1,638,25.5,1,Apartment,Panvelkar Aquamarine,Ambernath East,Ready to move
2,700,25.0,1,Apartment,Shree Yogeshwar Yogeshwar Park,Dombivali,Ready to move
1,780,85.0,1,Apartment,Ekdanta 24 Karat,Kurla,Ready to move
1,650,75.9,1,Apartment,Shree Saibaba Grihanirmiti Neelambari,Thane West,Ready to move
1,610,52.0,1,Apartment,Ravriya Neelkanth Aangan,Ulwe,Ready to move
1,550,34.0,1,Apartment,Vimal Residency,Nala Sopara,Ready to move
2,909,60.0,1,Apartment,Reputed Builder Persiana,Nilje Gaon,Ready to move
1,640,23.0,1,Apartment,Chintamani Maple City Phase I,Badlapur West,Ready to move
1,1200,32.0,1,Apartment,Green Riddhish Apartment,Karanjade,Under Construction
2,1075,51.0,1,Apartment,Swastik Heights,Dombivali,Ready to move
1,650,200.0,1,Apartment,Reputed Builder Wild Wood Park 2,Andheri West,Ready to move
3,1925,900.0,1,Apartment,Reputed Builder EL-Dorado,Prabhadevi,Ready to move
1,630,25.0,1,Apartment,Moraj Moraj Maa Smriti,Khopoli,Ready to move
1,729,41.0,1,Apartment,Tejas Builders and Developers Vastupurti,Panvel,Ready to move
2,1037,130.0,1,Apartment,Reputed Builder Saket Towers,Thane West,Ready to move
3,1300,399.0,1,Apartment,Raj Riddhi Residency,Matunga,Ready to move
2,670,105.0,1,Apartment,Enso Enso Sanza,Kandivali East,Ready to move
2,670,18.0,1,Apartment,Tata New Haven,Boisar,Ready to move
1,729,42.0,1,Apartment,Tejas Builders and Developers Vastupurti,Panvel,Ready to move
1,675,48.0,1,Apartment,Space India Blue Crest,Karanjade,Ready to move
2,900,195.0,1,Apartment,Lodha Woods,Kandivali East,Under Construction
2,900,160.0,1,Apartment,Gurukrupa Marina Enclave M N Phase ll,Malad West,Ready to move
1,602,34.0,1,Apartment,Trimurti Shiv Krupa Residency,Panvel,Ready to move
1,1111,111.00000000000001,1,Apartment,Reputed Builder 1 Row House,Kandivali East,Ready to move
4,2000,1200.0,1,Apartment,PR Urvashi Terraces,Santacruz West,Ready to move
1,375,11.81,1,Studio Apartment,Ashiana LA Arihant Harmony,Karjat,Ready to move
1,400,12.5,1,Apartment,Ashiana LA Arihant Harmony,Karjat,Ready to move
3,3300,1200.0,1,Apartment,Indiabulls Sky,Lower Parel,Ready to move
2,1134,75.0,1,Apartment,Gami Amar Harmony,Taloja,Ready to move
2,715,165.0,1,Apartment,Jyoti Developers Meadow,Andheri East,Ready to move
4,1700,87.0,1,Apartment,Evershine Classique,Vasai,Ready to move
1,550,25.0,1,Apartment,Reputed Builder Vijay Apartment,Thane West,Ready to move
2,660,160.0,1,Apartment,Reputed Builder Dhiraj Apartment,Mulund West,Ready to move
2,850,225.0,1,Apartment,Reputed Builder Shiv Jyoti,Andheri East,Ready to move
2,800,32.0,1,Apartment,Reputed Builder Hari Om Valley,Titwala,Ready to move
2,1380,55.0,1,Apartment,Raj Nirvana,Ambernath East,Ready to move
2,995,38.0,1,Apartment,Raj Nirvana,Ambernath East,Under Construction
2,421,92.0,1,Studio Apartment,Crescent Landmark,Andheri East,Ready to move
1,672,50.0,1,Apartment,Dosti Dosti P180,Shil Phata,Ready to move
1,533,88.0,1,Apartment,Aditya Adarsh Avenue,Vikhroli,Ready to move
2,653,150.0,1,Apartment,Asaya Nivasti Aurous,Koper Khairane,Under Construction
1,700,89.0,1,Apartment,Mantri Serene,Goregaon East,Ready to move
2,770,180.0,1,Apartment,Drushti Varun,Ghatkopar East,Ready to move
2,1005,82.0,1,Apartment,Vishesh Balaji Symphony ,Panvel,Ready to move
2,771,175.0,1,Apartment,Rishabraj Nemi Elegance,Kandivali West,Ready to move
3,1200,550.0,1,Apartment,Princecare Zinnia,Mahim,Under Construction
3,1200,530.0,1,Apartment,Princecare Zinnia,Mahim,Under Construction
1,800,135.0,1,Apartment,Shilpriya Silicon Enclave,Chembur,Ready to move
1,675,48.0,1,Studio Apartment,Shree Umiya Varsha Palm,Dombivali,Ready to move
1,670,49.5,1,Apartment,Balaji Avenue,Ulwe,Under Construction
3,2250,1300.0,1,Apartment,Hubtown Ackruti Astha,Napeansea Road,Ready to move
1,500,18.0,1,Apartment,Ascent Fortune,Karjat,Under Construction
2,700,27.0,1,Apartment,Ascent Fortune,Karjat,Under Construction
1,670,28.0,1,Apartment,Konnark Gardens,Taloja,Ready to move
2,860,38.0,1,Apartment,Fia Orion,Palghar,Ready to move
2,775,27.0,1,Apartment,Shreeji Thakare Complex,Ambernath East,Ready to move
1,310,75.0,1,Studio Apartment,GHP Powai Vihar Complex,Powai,Ready to move
1,575,97.0,1,Apartment,Vakratunda Palace,Bhandup West,Ready to move
1,665,27.85,1,Apartment,Laxmi Shankar Heights Phase 4,Ambernath West,Ready to move
3,1115,66.0,1,Apartment,HDIL Residency Park,Virar,Ready to move
1,650,36.0,1,Apartment,Ornate Kallisto Phase I,Bhiwandi,Ready to move
2,750,56.0,1,Apartment,Swaraj Homes Dombivali Rahivashi Apartment,Dombivali,Ready to move
2,960,40.0,1,Apartment,Tharwani Ariana,Ambernath West,Ready to move
3,1700,280.0,1,Apartment,Progressive Cottage,Koper Khairane,Ready to move
1,625,31.0,1,Apartment,Fortune Harmony,Koproli,Ready to move
1,765,92.0,1,Apartment,Reputed Builder Shree Ambika Apartment,Seawoods,Ready to move
1,500,27.0,1,Apartment,Swastik Heights,Dombivali,Under Construction
2,1150,261.0,1,Apartment,Gurukrupa Primus Residences,Santacruz East,Ready to move
3,2000,175.0,1,Apartment,Swaraj Homes Mumbai Gruh Nirman CHS,Dadar West,Ready to move
2,3000,200.0,1,Apartment,Swaraj Homes Mumbai Gruh Nirman CHS,Dadar West,Ready to move
2,1150,60.0,1,Apartment,Shiv Residency,Badlapur East,Ready to move
3,1200,39.9,1,Apartment,Tata New Haven,Boisar,Ready to move
1,560,160.0,1,Studio Apartment,Pioneer Heritage Residency 2,Santacruz West,Ready to move
1,620,24.0,1,Apartment,Mateshwari Regency,Karjat,Ready to move
3,880,185.0,1,Apartment,Shiv Darshan Shiv Darshan Society,Mulund West,Ready to move
1,670,49.5,1,Apartment,Labdhi Leela,Ulwe,Under Construction
2,950,77.5,1,Apartment,Rachana Yash Enclave,Dombivali,Ready to move
2,830,73.0,1,Apartment,Lodha Upper Thane,Anjurdive,Ready to move
1,485,18.95,1,Apartment,Space India Greens,Panvel,Ready to move
1,535,27.9,1,Apartment,Space India Space India Amulyam,Panvel,Under Construction
2,1100,65.0,1,Apartment,Shree Karma Heights,Vasai,Under Construction
3,1620,67.0,1,Apartment,Reputed Builder Maxima,Dombivali,Under Construction
1,590,28.75,1,Apartment,Sai Deep Heights,Dombivali,Ready to move
1,524,16.5,1,Apartment,Balaji Nirvana Eco Homes,Palghar,Under Construction
4,6000,650.0,1,Independent House,Reputed Builder Sai Sadan,Borivali West,Ready to move
2,1270,49.0,1,Apartment,Bhagwati Greens 1,Kharghar,Ready to move
1,600,65.0,1,Apartment,Suncity Mars Suncity Housing Phase II,Powai,Under Construction
1,685,45.0,1,Apartment,Sarvoday Onyx,Kalyan West,Under Construction
2,560,99.0,0,Apartment,Piramal Vaikunth Cluster 4A,Thane West,Under Construction
2,575,101.0,0,Apartment,Piramal Vaikunth Cluster 4A,Thane West,Under Construction
2,585,137.0,0,Apartment,Piramal S Class Homes,Mulund West,Under Construction
2,600,142.0,0,Apartment,Piramal S Class Homes,Mulund West,Under Construction
3,950,285.0,0,Apartment,Rishabraj Vicinia,Ghatkopar East,Under Construction
2,633,189.0,0,Apartment,Rishabraj Vicinia,Ghatkopar East,Under Construction
2,643,160.0,0,Apartment,Rishabraj Nemi Elegance,Kandivali West,Under Construction
2,644,161.0,0,Apartment,Rishabraj Nemi Elegance,Kandivali West,Under Construction
1,340,24.58,0,Apartment,Qualitas QN Greens Phase 1,Taloja,Ready to move
1,447,32.32,0,Apartment,Qualitas QN Greens Phase 1,Taloja,Ready to move
3,928,61.0,0,Apartment,Riddhi Siddhi Imperial,Taloja,Under Construction
1,375,24.5,0,Apartment,Riddhi Siddhi Imperial,Taloja,Under Construction
2,595,39.0,0,Apartment,Riddhi Siddhi Imperial,Taloja,Under Construction
2,626,153.0,0,Apartment,Kalpataru Elegante,Kandivali East,Under Construction
2,706,172.0,0,Apartment,Kalpataru Elegante,Kandivali East,Under Construction
1,448,109.00000000000001,0,Apartment,Kalpataru Elegante,Kandivali East,Under Construction
2,678,166.0,0,Apartment,Kalpataru Elegante,Kandivali East,Under Construction
3,1380,370.0,1,Apartment,Gajra Mahavir Chhaya CHS,Ghatkopar East,Ready to move
1,660,52.0,0,Apartment,Sanghvi S3 Skyrise,Mira Road East,Under Construction
1,600,34.85,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,615,34.31,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,395,83.0,0,Apartment,Sethia Pride Wing A,Kandivali East,Under Construction
1,600,34.5,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,425,22.45,0,Studio Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
4,2500,500.0,1,Apartment,Runwal Runwal Greens Wing 5 To 8,Bhandup West,Ready to move
3,1106,260.0,0,Apartment,N Rose Northern Heights,Dahisar,Under Construction
2,624,114.99999999999999,0,Apartment,Raj Rudraksha Building No 10,Dahisar,Ready to move
1,750,80.0,1,Apartment,Lodha Mira Road Project 1,Mira Road East,Ready to move
3,1023,260.0,0,Apartment,SD Building No 3 Wing C Aquila,Kandivali East,Under Construction
2,623,183.0,1,Apartment,White Berry Residency,Kandivali East,Under Construction
3,1046,308.0,1,Apartment,White Berry Residency,Kandivali East,Under Construction
2,1020,229.99999999999997,1,Apartment,Nahar Cayenne,Powai,Ready to move
1,322,59.99,0,Apartment,Lodha Crown,Thane West,Under Construction
1,425,23.96,0,Studio Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,600,34.77,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,600,34.38,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
2,585,146.0,1,Apartment,Ashwin Kandivali Sai Prassana Chs Ltd,Kandivali West,Under Construction
1,418,104.0,1,Apartment,Ashwin Kandivali Sai Prassana Chs Ltd,Kandivali West,Under Construction
2,611,177.0,1,Apartment,Westin Eksar Gurukripa CHS LTD,Borivali West,Ready to move
2,558,160.0,1,Apartment,Krishna Pratima,Borivali West,Ready to move
3,831,231.99999999999997,1,Apartment,Rodium X Line Shraddha Apartment,Kandivali West,Under Construction
2,636,175.0,1,Apartment,Aadhunik Aura,Borivali West,Under Construction
3,775,235.0,1,Apartment,Shubhabhumi Patkeshwar Apartment Chs Ltd,Borivali West,Under Construction
1,600,35.0,0,Apartment,Today Mangalam,Panvel,Under Construction
1,600,41.0,0,Apartment,Swaminarayan City Phase 1A,Dombivali,Under Construction
3,1395,78.0,0,Apartment,Provident Palmvista B2,Nilje Gaon,Under Construction
1,615,23.3,0,Apartment,Happy Gagangiri Vihar,Khopoli,Ready to move
2,1100,185.0,1,Apartment,Sheth Avalon,Thane West,Ready to move
2,853,99.0,0,Apartment,Natu Ozone Valley,Thane West,Ready to move
3,1213,254.0,0,Apartment,Soham Crystal Spires,Thane West,Under Construction
2,993,174.0,0,Apartment,Soham Crystal Spires,Thane West,Under Construction
4,2680,514.0,0,Apartment,Soham Crystal Spires,Thane West,Under Construction
3,1665,310.0,0,Apartment,Soham Crystal Spires,Thane West,Under Construction
2,1155,87.85,1,Apartment,Leena Bhairav Residency,Mira Road East,Ready to move
2,933,38.0,0,Apartment,Shree Khodiyar Morivali Prarambh,Ambernath East,Under Construction
2,793,27.5,0,Apartment,Radhamohan Shiv Shrushti,Karjat,Under Construction
1,675,28.0,0,Apartment,Shree Khodiyar Morivali Prarambh,Ambernath East,Under Construction
2,820,28.62,0,Apartment,Sarthak Homes,Karjat,Ready to move
1,492,16.6,0,Apartment,Shree Tulsi Sagar Sargam Residency,Karjat,Under Construction
1,625,21.8,0,Apartment,Radhamohan Shiv Shrushti,Karjat,Under Construction
1,690,95.0,0,Apartment,Neminath Sejal Kajal Apartment Chs Ltd,Goregaon West,Under Construction
3,1400,200.0,1,Apartment,Neelkanth Palms,Thane West,Ready to move
3,1175,57.0,0,Apartment,Shubham Jijai Angan,Taloja,Under Construction
3,1240,59.52,0,Apartment,Shubham Jijai Angan,Taloja,Under Construction
1,549,44.1,0,Apartment,Sunteck Maxx World,Naigaon East,Under Construction
2,752,48.99,0,Apartment,Navkar City Phase I Part 9,Naigaon East,Under Construction
1,623,56.0,0,Apartment,SK Imperial Heights,Mira Road East,Ready to move
2,733,85.0,0,Apartment,Strawberry Onyx,Mira Road East,Ready to move
2,970,85.0,1,Apartment,Tanvi Eminence I,Mira Road East,Ready to move
1,585,32.0,0,Apartment,JSB Nakshatra Aarambh,Naigaon East,Under Construction
2,829,114.99999999999999,0,Apartment,Kalpataru Srishti,Mira Road East,Under Construction
2,1283,260.0,0,Apartment,Dignity Divine,Wadala,Ready to move
2,799,119.0,1,Apartment,Siddhi Highland Gardens,Thane West,Ready to move
2,960,108.0,1,Apartment,Siddhi Highland Haven,Thane West,Ready to move
1,650,79.0,1,Apartment,Siddhi Highland Park,Thane West,Ready to move
1,543,34.0,0,Apartment,Sunteck One World,Naigaon East,Under Construction
3,1251,126.0,0,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,Under Construction
2,999,87.0,0,Apartment,RNA NG NG Diamond Hill B Phase I,Bhayandar East,Ready to move
2,838,105.0,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Under Construction
1,769,63.0,0,Apartment,JK IRIS,Mira Road East,Ready to move
